,Well,Sampling year,Sampling season,Label,Color,Marker,Size,Alpha,pH,Ca,Mg,Na,K,HCO3,CO3,Cl,SO4
1080,J7,2007,wet,C2,#008080,^,20,0.6,7.69,82.45,31.0,11.15,0.87,407.5,0,11.25,1.0
1081,J7,2008,dry,C2,#008080,^,20,0.6,7.6,108.83,28.5,11.63,1.11,492.5,0,2.5,2.0
1082,J7,2008,wet,C2,#008080,^,20,0.6,7.58,89.87,32.0,12.04,1.01,437.5,0,11.25,1.0
1083,J7,2009,dry,C3,#3cb44b,o,20,0.6,7.4,84.92,18.5,9.2,0.21,367.5,0,3.75,7.0
1084,J7,2009,wet,C2,#008080,^,20,0.6,7.6,99.76,28.5,10.72,1.05,445.0,0,16.25,1.0
1085,J7,2010,dry,C3,#3cb44b,o,20,0.6,7.68,84.92,20.0,10.24,0.28,360.0,0,5.0,10.0
1086,J7,2010,wet,C5,#FA8072,^,20,0.6,7.72,102.24,20.0,8.84,0.29,350.0,0,33.75,3.0
1087,J7,2011,dry,C3,#3cb44b,o,20,0.6,7.43,84.92,21.5,8.94,0.36,360.0,0,3.75,10.0
1088,J7,2011,wet,C3,#3cb44b,o,20,0.6,7.56,87.94,20.77,9.8,0.6,386.89,0,5.59,10.0
1089,J7,2012,dry,C1,#808000,s,20,0.6,7.6,100.27,30.41,16.52,0.68,481.33,0,7.0,15.0
1090,J7,2012,wet,C5,#FA8072,^,20,0.6,7.88,79.9,16.63,10.68,0.42,348.79,0,8.4,10.0
1091,J7,2013,dry,C5,#FA8072,^,20,0.6,7.62,81.76,19.45,11.88,0.73,377.33,0,5.86,1.0
1092,J7,2013,wet,C1,#808000,s,20,0.6,7.25,131.46,24.31,11.91,1.31,530.62,0,18.34,9.58
1093,J7,2014,dry,C1,#808000,s,20,0.6,7.9,120.44,30.48,23.44,0.84,455.69,0,36.15,50.0
1094,J7,2014,wet,C3,#3cb44b,o,20,0.6,7.43,77.76,21.39,10.92,0.64,370.36,0,8.34,2.4
1095,J8,1992,dry,C3,#3cb44b,o,20,0.6,7.2,65.1,14.5,10.7,2.1,272.5,0,11.2,10.0
1096,J8,1992,wet,C3,#3cb44b,o,20,0.6,7.3,63.5,7.0,7.6,1.7,225.0,0,8.8,17.5
1097,J8,1993,dry,C3,#3cb44b,o,20,0.6,7.5,47.8,9.0,8.5,1.5,182.5,0,6.2,17.5
1098,J8,1993,wet,C3,#3cb44b,o,20,0.6,7.5,58.5,10.5,10.8,1.7,222.5,0,10.0,22.5
1099,J8,1994,dry,C3,#3cb44b,o,20,0.6,7.3,59.4,11.5,9.8,1.7,237.5,0,7.5,15.0
1100,J8,1994,wet,C3,#3cb44b,o,20,0.6,7.1,57.7,11.5,10.0,2.4,222.5,0,10.0,17.5
1101,J8,1995,dry,C3,#3cb44b,o,20,0.6,7.2,59.4,12.5,9.8,1.8,240.0,0,12.5,17.5
1102,J8,1995,wet,C3,#3cb44b,o,20,0.6,7.3,56.1,11.5,7.8,1.7,215.1,0,11.3,25.0
1103,J8,1996,dry,C3,#3cb44b,o,20,0.6,7.4,79.15,13.0,12.6,2.6,315.02,0,12.5,5.0
1104,J8,1996,wet,C3,#3cb44b,o,20,0.6,7.1,80.8,14.0,11.8,1.58,295.01,0,12.5,14.0
1105,J8,1997,dry,C3,#3cb44b,o,20,0.6,7.44,60.19,11.5,9.55,2.0,232.51,0,10.0,14.0
1106,J8,1997,wet,C3,#3cb44b,o,20,0.6,7.5,58.54,11.5,8.6,2.0,217.51,0,13.75,18.0
1107,J8,1998,dry,C3,#3cb44b,o,20,0.6,7.2,61.01,12.5,11.4,2.2,237.51,0,11.25,18.0
1108,J8,1998,wet,C3,#3cb44b,o,20,0.6,6.96,59.36,11.5,9.28,2.0,215.01,0,11.25,22.0
1109,J8,1999,dry,C3,#3cb44b,o,20,0.6,7.51,60.19,12.0,9.8,2.2,220.005,0,10.0,20.0
1110,J8,1999,wet,C3,#3cb44b,o,20,0.6,7.57,57.72,10.5,10.6,2.0,215.01,0,8.75,30.0
1111,J8,2000,dry,C3,#3cb44b,o,20,0.6,7.4,57.72,11.0,9.41,2.38,217.51,0,8.75,22.0
1112,J8,2000,wet,C3,#3cb44b,o,20,0.6,7.53,57.72,10.0,9.38,1.9,207.51,0,11.25,25.0
1113,J8,2001,dry,C3,#3cb44b,o,20,0.6,8.06,58.54,13.0,10.0,1.64,220.005,0,12.5,13.0
1114,J8,2001,wet,C3,#3cb44b,o,20,0.6,8.34,56.07,9.5,7.69,1.64,190.005,0,11.25,7.0
1115,J8,2002,dry,C3,#3cb44b,o,20,0.6,7.31,61.84,12.0,10.047,2.81,230.005,0,13.75,27.6
1116,J8,2002,wet,C3,#3cb44b,o,20,0.6,7.4,54.42,9.5,8.19,3.13,192.51,0,11.25,18.0
1117,J8,2003,dry,C3,#3cb44b,o,20,0.6,8.34,75.03,13.0,11.62,2.33,257.51,0,11.25,8.4
1118,J8,2003,wet,C3,#3cb44b,o,20,0.6,8.16,83.27,12.5,10.17,2.12,237.51,0,32.5,18.0
1119,J8,2004,dry,C2,#008080,^,20,0.6,7.76,89.87,19.0,14.2,3.03,377.52,0,16.25,1.0
1120,J8,2004,wet,C3,#3cb44b,o,20,0.6,8.26,68.43,12.5,9.5,2.03,245.01,0,12.5,1.0
1121,J8,2005,dry,C3,#3cb44b,o,20,0.6,7.74,71.73,13.5,9.07,1.94,280.0,0,12.5,6.0
1122,J8,2005,wet,C3,#3cb44b,o,20,0.6,8.23,68.43,12.5,9.46,1.98,232.5,0,13.75,15.0
1123,J8,2006,wet,C3,#3cb44b,o,20,0.6,8.17,75.03,16.5,9.38,2.1,280.0,0,15.0,8.0
1124,J8,2007,dry,C3,#3cb44b,o,20,0.6,8.26,67.61,13.0,9.93,1.87,255.0,0,10.0,16.0
1125,J8,2007,wet,C3,#3cb44b,o,20,0.6,8.24,70.08,12.5,8.79,1.97,242.5,0,13.75,20.0
1126,J8,2008,dry,C3,#3cb44b,o,20,0.6,7.73,69.26,11.5,10.1,2.24,250.0,0,12.5,18.0
1127,J8,2008,wet,C3,#3cb44b,o,20,0.6,7.59,69.26,12.0,10.09,2.14,255.0,0,13.75,19.2
1128,J8,2009,dry,C2,#008080,^,20,0.6,8.2,116.25,28.5,7.44,1.58,525.0,0,5.0,1.0
1129,J8,2009,wet,C2,#008080,^,20,0.6,7.91,94.82,27.0,6.61,1.21,432.5,0,3.75,1.0
1130,J8,2010,dry,C1,#808000,s,20,0.6,7.5,128.62,25.0,47.23,3.85,385.0,0,76.25,110.0
1131,J8,2010,wet,C1,#808000,s,20,0.6,7.64,140.17,21.0,50.6,4.07,405.0,0,71.25,100.0
1132,J8,2011,dry,C1,#808000,s,20,0.6,7.5,220.14,44.5,70.84,6.63,535.0,0,116.25,250.0
1133,J8,2011,wet,C1,#808000,s,20,0.6,7.93,166.55,34.46,77.85,13.58,551.79,0,72.63,200.0
1134,J8,2012,dry,C1,#808000,s,20,0.6,7.56,146.48,33.26,65.87,6.44,469.29,0,74.18,172.0
1135,J8,2012,wet,C1,#808000,s,20,0.6,7.78,166.06,30.88,87.14,16.72,520.22,0,81.17,200.0
1136,J8,2013,dry,C1,#808000,s,20,0.6,7.51,141.08,27.23,53.05,6.66,389.12,0,67.38,200.0
1137,J8,2013,wet,C1,#808000,s,20,0.6,7.3,145.89,25.28,46.85,7.38,373.33,0,63.88,184.73
1138,J8,2014,dry,C1,#808000,s,20,0.6,7.5,135.59,26.12,50.94,5.26,374.54,0,55.61,172.69
1139,J8,2014,wet,C1,#808000,s,20,0.6,7.79,135.47,25.28,47.92,5.74,425.0,0,47.27,104.0
1140,J9,1992,dry,C1,#808000,s,20,0.6,7.1,127.0,30.0,18.2,2.8,535.0,0,22.5,25.0
1141,J9,1992,wet,C1,#808000,s,20,0.6,7.5,97.3,31.5,13.8,2.2,437.5,0,21.2,17.5
1142,J9,1993,dry,C1,#808000,s,20,0.6,7.0,153.4,40.5,29.0,2.7,545.0,0,68.8,70.0
1143,J9,1993,wet,C1,#808000,s,20,0.6,7.3,136.0,34.5,28.8,2.6,517.5,0,50.0,50.0
1144,J9,1994,dry,C1,#808000,s,20,0.6,7.4,133.6,34.5,25.0,2.3,520.0,0,48.8,35.0
1145,J9,1994,wet,C1,#808000,s,20,0.6,7.8,121.2,33.0,22.8,3.1,505.0,0,36.2,30.0
1146,J9,1995,dry,C1,#808000,s,20,0.6,6.9,137.7,33.5,27.0,2.6,532.5,0,56.2,52.5
1147,J9,1995,wet,C1,#808000,s,20,0.6,7.4,129.4,36.0,23.9,3.0,500.2,0,52.5,55.0
1148,J9,1996,dry,C1,#808000,s,20,0.6,7.1,136.04,35.5,23.3,3.7,540.03,0,51.25,15.0
1149,J9,1996,wet,C1,#808000,s,20,0.6,7.2,136.04,32.0,22.2,2.3,507.53,0,53.75,19.0
1150,J9,1997,dry,C1,#808000,s,20,0.6,7.34,138.52,33.0,22.27,2.71,527.53,0,60.0,20.0
1151,J9,1997,wet,C1,#808000,s,20,0.6,7.93,136.04,35.5,24.4,2.7,505.03,0,68.75,17.0
1152,J9,1998,dry,C1,#808000,s,20,0.6,7.0,140.17,20.5,24.7,2.7,537.53,0,13.75,24.0
1153,J9,1998,wet,C3,#3cb44b,o,20,0.6,6.7,57.72,15.5,23.57,2.44,212.51,0,45.0,32.0
1154,J9,1999,dry,C1,#808000,s,20,0.6,7.08,143.46,35.0,25.0,2.8,532.53,0,65.0,35.0
1155,J9,1999,wet,C1,#808000,s,20,0.6,7.24,141.81,37.0,28.0,2.8,532.53,0,68.75,40.0
1156,J9,2000,dry,C1,#808000,s,20,0.6,7.1,140.17,34.0,21.18,3.12,532.53,0,58.75,22.0
1157,J9,2000,wet,C1,#808000,s,20,0.6,7.31,146.76,36.0,30.0,2.9,535.03,0,72.5,50.0
1158,J9,2001,dry,C1,#808000,s,20,0.6,8.05,142.64,37.5,28.33,2.64,555.03,0,78.75,7.0
1159,J9,2001,wet,C1,#808000,s,20,0.6,8.15,116.25,28.5,20.0,2.06,430.02,0,31.25,50.0
1160,J9,2002,dry,C1,#808000,s,20,0.6,7.39,137.69,34.0,21.632,4.728,537.53,0,55.0,18.0
1161,J9,2002,wet,C1,#808000,s,20,0.6,7.6,140.99,36.5,21.8,3.4,532.53,0,67.5,24.0
1162,J9,2003,dry,C1,#808000,s,20,0.6,7.93,122.85,35.5,26.58,2.69,467.52,0,60.0,45.0
1163,J9,2003,wet,C1,#808000,s,20,0.6,7.38,149.23,36.0,26.24,2.59,537.53,0,67.5,40.0
1164,J9,2004,dry,C1,#808000,s,20,0.6,7.8,107.19,47.0,16.22,1.88,505.03,0,27.5,40.0
1165,J9,2004,wet,C1,#808000,s,20,0.6,7.34,134.39,43.0,23.34,2.65,517.53,0,70.0,44.0
1166,J9,2005,dry,C1,#808000,s,20,0.6,7.91,151.71,35.0,21.66,2.14,545.0,0,66.25,52.0
1167,J9,2005,wet,C1,#808000,s,20,0.6,7.8,108.01,32.0,23.69,2.57,427.5,0,53.75,25.0
1168,J9,2006,dry,C1,#808000,s,20,0.6,8.33,153.36,35.5,19.97,2.24,515.0,0,67.5,60.0
1169,J9,2006,wet,C1,#808000,s,20,0.6,8.15,120.38,59.5,21.65,2.4,517.5,0,73.75,60.0
1170,J9,2007,dry,C1,#808000,s,20,0.6,7.98,140.99,37.0,21.54,2.11,505.0,0,72.5,23.2
1171,J9,2007,wet,C1,#808000,s,20,0.6,7.8,133.57,30.0,15.84,1.94,515.0,0,45.0,16.0
1172,J9,2008,dry,C1,#808000,s,20,0.6,7.22,135.22,28.0,15.58,2.17,502.5,0,28.75,28.0
1173,J9,2008,wet,C1,#808000,s,20,0.6,7.67,131.1,41.5,20.73,2.46,505.0,0,71.0,28.0
1174,J9,2009,dry,C1,#808000,s,20,0.6,7.52,148.41,38.5,25.62,3.03,565.0,0,81.25,28.0
1175,J9,2009,wet,C1,#808000,s,20,0.6,7.56,125.32,22.5,47.18,4.82,375.0,0,70.0,80.0
1176,J9,2010,dry,C1,#808000,s,20,0.6,7.23,151.71,36.0,20.16,2.32,545.0,0,70.0,28.0
1177,J9,2010,wet,C1,#808000,s,20,0.6,7.78,148.41,35.5,23.84,2.41,520.0,0,75.0,30.0
1178,J9,2011,dry,C1,#808000,s,20,0.6,7.35,158.3,39.0,21.93,2.39,570.0,0,76.25,27.5
1179,J9,2011,wet,C1,#808000,s,20,0.6,7.73,122.96,35.4,35.2,3.77,437.63,0,62.85,100.0
1180,J9,2012,dry,C1,#808000,s,20,0.6,7.5,131.6,40.96,29.14,3.53,535.47,0,64.38,55.0
1181,J9,2012,wet,C1,#808000,s,20,0.6,7.9,95.57,33.26,31.98,3.61,390.17,0,55.98,55.0
1182,J9,2014,dry,C1,#808000,s,20,0.6,7.5,135.59,26.12,50.94,5.26,374.54,0,55.61,172.69
1183,J9,2014,wet,C1,#808000,s,20,0.6,7.79,135.47,25.28,47.92,5.74,425.0,0,47.27,104.0
